lu	shoe	履
ludai	caterpillar track	履带
luxin	take up a new post	履新
luli	background	履历
lulipian	curriculum vitae	履历片
lulibiao	curriculum vitae	履历表
luyue	keep a promise	履约
luyuebaozhengjin	performance bond	履约保证金
luzhi	fulfill one's job or duty	履职
luxing	fulfill	履行
lujian	carry out	履践
xie	wooden shoes	屧
ju	sandals	屦
jue	hemp sandals	屩
liao	penis	屪
jue	old variant of 屩[jue1]	屫
shu	category	属
zhu	join together	属
shuxia	subordinate	属下
shushi	of this world	属世
shuli	subordinate	属吏
shuyuan	subordinates	属员
shuguo	vassal state	属国
shudi	dependency	属地
shushi	turn out to be true	属实
shuxing	attribute	属性
zhuyi	set one's heart on	属意
zhuwen	write prose	属文
shuyu	belong to	属于
shuge	genitive case	属格
shuxiang	variant of 屬相|属相[shu3 xiang4]	属象
shuling	spiritual	属灵
shuyin	dominant	属音
xi	used in 贔屭|赑屃[bi4 xi4]	屃
che	plants sprouting	屮
tun	station	屯
zhun	used in 屯邅[zhun1 zhan1]	屯
tunzi	village	屯子
tunshu	garrison	屯戍
tunchang	Tunchang County, Hainan	屯昌
tunchangxian	Tunchang County, Hainan	屯昌县
tunxi	see 屯溪區|屯溪区[Tun2 xi1 Qu1]	屯溪
tunte	Twente	屯特
tuntedaxue	University of Twente	屯特大学
tunliu	see 屯留區|屯留区[Tun2 liu2 Qu1]	屯留
tunluo	village	屯落
zhunzhan	variant of 迍邅[zhun1 zhan1]	屯邅
tunzhu	station	屯驻
shan	surname Shan	山
shan	mountain	山
shanxia	Yamashita	山下
shanqiu	hill	山丘
shanzhongshengxun	the Sermon on the Mount	山中圣训
shandan	see 山丹縣|山丹县[Shan1 dan1 Xian4]	山丹
shandan	coral lily	山丹
shandandan	see 山丹[shan1 dan1]	山丹丹
shanting	see 山亭區|山亭区[Shan1 ting2 Qu1]	山亭
shanao	col	山凹
shanshi	topography of a mountain	山势
shanbao	hill	山包
shanqu	mountain area	山区
shannan	see 山南市[Shan1 nan2 Shi4]	山南
shankou	Yamaguchi	山口
shankou	mountain pass	山口
shankouyang	Singkawang city	山口洋
shanzui	mountain spur	山嘴
shanzaomei	plain laughingthrush	山噪鹛
shandi	mountainous region	山地
shanditongbao	Taiwanese indigenous peoples	山地同胞
shandizixingche	mountain bike	山地自行车
shandiche	mountain bike	山地车
shanpo	hillside	山坡
shanai	cyanide	山埃
shancheng	see 山城區|山城区[Shan1 cheng2 Qu1]	山城
shanwu	nook	山坞
shanhe	gullies	山壑
shannai	cyanide	山奈
shannaijia	potassium cyanide KCN	山奈钾
shanmu	Sam	山姆
shanmudashu	Uncle Sam	山姆大叔
shanzi	rock garden	山子
shanzhai	fortified hill village	山寨
shanzhaiji	knockoff cell phone	山寨机
shanzhaihuo	a fake	山寨货
shangang	mound	山冈
shanfeng	peak	山峰
shanxia	gorge	山峡
shanqi	Yamazaki or Yamasaki	山崎
shanya	cliff	山崖
shanbeng	landslide	山崩
shanlan	mountain mist	山岚
shanyucai	variant of 山萮菜[shan1 yu2 cai4]	山嵛菜
shanling	mountain ridge	山岭
shanyue	mountain	山岳
shanluan	mountain range	山峦
shandian	summit	山巅
shanchuan	mountains and rivers	山川
shanxing	Yamagata	山形
shanbanjiu	oriental turtle dove	山斑鸠
shangala	recess in mountains	山旮旯
shanben	Yamamoto	山本
shancun	mountain village	山村
shandongbandao	Shandong Peninsula	山东半岛
shandongdaxue	Shandong University	山东大学
shanlin	wooded mountain	山林
shanzha	variant of 山楂[shan1 zha1]	山查
shanhetao	hickory	山核桃
shangen	foot of a hill or mountain	山根
shananzuo	Mensa	山案座
shanliang	mountain ridge	山梁
shanli	Yamanashi	山梨
shanli	rowan or mountain-ash	山梨
shanlisuanjia	potassium sorbate, E202	山梨酸钾
shanlichun	sorbitol C6H14O6	山梨醇
shanjiaoyu	Hynobius formosanus	山椒鱼
shanzha	Chinese hawthorn	山楂
shanlanke	Sapotaceae	山榄科
shange	folk song	山歌
shanmaoju	beech	山毛榉
shanshui	Sansui, Japanese company	山水
shanshui	water from a mountain	山水
shanshuihua	landscape painting	山水画
shanhe	mountains and rivers	山河
shanniqingxie	a landslide	山泥倾泻
shandong	cavern	山洞
shanhai	mountains and seas	山海
shangou	valley	山沟
shangougou	remote valley	山沟沟
shanjian	mountain stream	山涧
shanze	the countryside	山泽
shanhuo	wildfire	山火
shanpao	mountain gun	山炮
shanqiang	gable	山墙
shanshi	mountain lion	山狮
shanzhenhaiwei	exotic delicacies	山珍海味
shantian	Yamada	山田
shanhuangjiu	mountain imperial pigeon	山皇鸠
shanmenghaishi	pledge undying love	山盟海誓
shanshen	mountain god	山神
shanwa	mountain hollow	山洼
shanqiongshuijin	mountain and river exhausted	山穷水尽
shanzhu	mangosteen	山竹
shanjing	mountain spirit	山精
shanyang	goat	山羊
shanyangzuo	see 摩羯座[Mo2 jie2 zuo4]	山羊座
shanyangrong	cashmere	山羊绒
shanyanghuzi	goatee	山羊胡子
shanqiang	Reeves's muntjac	山羌
shanbao	Taiwanese indigenous peoples	山胞
shanhutaomu	hickory	山胡桃木
shanmai	mountain range	山脉
shanji	mountain ridge	山脊
shanyao	the mid-slope of a mountain	山腰
shanjiao	foot of a mountain	山脚
shanyu	sweet potato	山芋
shanzhuyu	Japanese cornel	山茱萸
shancha	camellia	山茶
shanchahua	camellia	山茶花
shanzhuang	manor house	山庄
shanmei	raspberry	山莓
shannai	variant of 山柰[shan1 nai4]	山萘
shanyucai	wasabi	山萮菜
shankui	wasabi	山葵
shanlanxianweng	hill blue flycatcher	山蓝仙鹟
shanyao	Chinese yam	山药
shanyaodan	potato	山药蛋
shansu	bird's nest fern	山苏
shanxing	mountain hike	山行
shanxi	see 山西省[Shan1 xi1 Sheng3]	山西
shanxidaxue	Shanxi University	山西大学
shanxishou	Shansitherium fuguensis	山西兽
shangu	valley	山谷
shanmao	lynx	山猫
shanzei	brigand	山贼
shanlu	mountain road	山路
shandaonian	santonin	山道年
shandaji	Scientology	山达基
shanxiang	mountain area	山乡
shanye	mountain and fields	山野
shanchangshuiyuan	long and arduous journey	山长水远
shanmen	monastery main gate	山门
shane	a nook in the mountains	山阿
shanzouhaishi	remote and desolate area	山陬海澨
shanyin	see 山陰縣|山阴县[Shan1 yin1 Xian4]	山阴
shanyang	see 山陽區|山阳区[Shan1 yang2 Qu1]	山阳
shanai	mountain pass	山隘
shanque	tit	山雀
shanzhi	pheasant	山雉
shanji	Reeves's pheasant	山鸡
shannan	mountain accident	山难
shandian	the spurges, the mercuries	山靛
shanxiang	very loud	山响
shanding	hilltop	山顶
shanti	form of a mountain	山体
shanxiao	mandrill	山魈
shanmei	Beijing babbler	山鹛
shanjiling	forest wagtail	山鹡鸰
shanliu	upland pipit	山鹨
shanjiaoying	striped prinia	山鹪莺
shanlu	foothills	山麓
shanmaque	russet sparrow	山麻雀
li	high mountain range	屴
yi	high and steep	屹
yili	tower	屹立
qi	a barren hill	屺
wu	bare hill	屼
chu	old variant of 出[chu1]	岀
ban	variant of 阪[ban3]	坂
ya	see 嵖岈山[Cha2 ya2 Shan1]	岈
jie	mountain peak	岊
ji	lofty peak	岌
jijikewei	imminent danger	岌岌可危
jiye	high and steep	岌嶪
qian	name of a mountain	岍
qi	surname Qi	岐
qi	variant of 歧[qi2]	岐
qishan	see 岐山縣|岐山县[Qi2 shan1 Xian4]	岐山
qishi	variant of 歧視|歧视[qi2 shi4]	岐视
qifu	Gifu	岐阜
cen	surname Cen	岑
cen	small hill	岑
cenpeng	Cen Peng , Chinese general	岑彭
cenxi	see 岑溪市[Cen2 xi1 Shi4]	岑溪
cengong	see 岑鞏縣|岑巩县[Cen2 gong3 Xian4]	岑巩
qian	character used in place names	岒
cha	fork in road	岔
chakou	junction	岔口
chazi	branch road	岔子
chaliu	branch stream	岔流
chadiao	husky	岔调
chalu	fork in the road	岔路
chadao	side road	岔道
chakai	diverge	岔开
ba	stony hill	岜
zuo	name of a mountain in Shandong	岝
gang	ridge	冈
gangshangji	supraspinatus muscle	冈上肌
gangxiaji	infraspinatus muscle	冈下肌
gangrenboqi	Mt Gang Rinpoche in Tibet	冈仁波齐
gangshan	Okayama	冈山
gangben	Okamoto	冈本
gangbiya	Gambia	冈比亚
gangtian	Okada	冈田
ke	used in 岢嵐|岢岚[Ke3 lan2]	岢
kelan	see 岢嵐縣|岢岚县[Ke3 lan2 Xian4]	岢岚
gou	name of a hill in Hunan	岣
tiao	lofty peak	岧
qu	rocky hill	岨
yan	cliff	岩
yancangshijietuan	the Iwakura mission	岩仓使节团
yantuti	gneiss	岩土体
yanhe	rocky mountain valley	岩壑
yanxie	debris	岩屑
yanceng	rock strata	岩层
yanqi	Iwasaki	岩崎
yanjing	mountain path	岩径
yanshou	Iwate	岩手
yanshahaikuidusu	palytoxin	岩沙海葵毒素
yanliuquan	asthenosphere	岩流圈
yanrong	karst	岩溶
yanjiang	magma	岩浆
yanjiangyan	igneous rock	岩浆岩
yanjiangliu	lava flow	岩浆流
yanbinyu	rock sandpiper	岩滨鹬
yanyan	Eurasian crag martin	岩燕
yanshi	rock	岩石
yanshiquan	lithosphere	岩石圈
yanshixue	petrology	岩石学
yanshiceng	rock stratum	岩石层
yanxue	grotto	岩穴
yanyang	bharal	岩羊
yanjiang	rappelling	岩降
yanleiniao	rock ptarmigan	岩雷鸟
yange	hill pigeon	岩鸽
yanlu	Pacific reef heron	岩鹭
yanyan	rock salt	岩盐
xiu	cave	岫
jia	cape	岬
jiajiao	cape	岬角
ling	used in 岭巆|岭𫶕[ling2 ying2]	岭
lingying	deep in the mountains	岭𫶕
dai	Mt Tai in Shandong	岱
daishan	see 岱山縣|岱山县[Dai4 shan1 Xian4]	岱山
daiyue	see 岱嶽區|岱岳区[Dai4 yue4 Qu1]	岱岳
yue	surname Yue	岳
yuezhang	father-in-law	岳丈
yuejia	wife's parents' home	岳家
yuemu	wife's mother, mother-in-law	岳母
yuechi	see 岳池縣|岳池县[Yue4 chi2 Xian4]	岳池
yuefu	wife's father, father-in-law	岳父
yuexi	see 岳西縣|岳西县[Yue4 xi1 Xian4]	岳西
yueyang	see 岳陽市|岳阳市[Yue4 yang2 Shi4]	岳阳
min	name of a river in Sichuan	岷
minjiang	Min River, Sichuan	岷江
an	bank	岸
anshang	ashore	岸上
anbiao	lighthouse	岸标
anran	solemn	岸然
anbian	shore	岸边
tiao	variant of 岧[tiao2]	岹
xiu	old variant of 岫[xiu4]	峀
mao	round yellow dirt mount	峁
ke	cave	峇
ke	cave	峇
bali	Bali	峇厘
balajian	belachan	峇拉煎
bali	Bali	峇里
xun	used in 嶙峋[lin2 xun2]	峋
dong	cave	峒
tong	name of a mountain	峒
dongren	variant of 侗人[Dong4 ren2]	峒人
dongju	variant of 侗劇|侗剧[Dong4 ju4]	峒剧
dongshi	underground mine storage room	峒室
yi	place name	峓
shi	used in 繁峙[Fan2 shi4]	峙
zhi	tower aloft	峙
mi	used in 峚山[Mi4 Shan1]	峚
tong	variant of 峒[tong2]	峒
wei	high and uneven	峞
e	lofty	峨
eguanbodai	official class	峨冠博带
emei	variant of 峨眉[E2 mei2]	峨嵋
emeishan	variant of 峨眉山[E2 mei2 Shan1]	峨嵋山
emeiquan	Emeiquan	峨嵋拳
emeiwengying	Martens's warbler	峨嵋鹟莺
emeishan	see 峨眉山市[E2 mei2 shan1 Shi4]	峨眉山
emeiliuying	Emei leaf warbler	峨眉柳莺
e	variant of 峨[e2]	峨
yu	valley	峪
qiao	high and steep	峭
qiaobi	cliff	峭壁
feng	variant of 峰[feng1]	峰
fengzhi	peak value	峰值
fengluan	peaks and ridges	峰峦
fenghui	summit meeting	峰会
fenghuotai	fire beacon tower	峰火台
fengxian	mountain ridge line	峰线
fengding	summit	峰顶
nao	name of a mountain	峱
xiangang	Da Nang or Danang, Vietnam	岘港
xianshoushan	Mt Xianshou in Hubei	岘首山
dao	island	岛
daoguo	island nation	岛国
daoyu	island	岛屿
daohu	island arc	岛弧
daomin	islander	岛民
daogaibu	pars perculairs	岛盖部
daolian	island chain	岛链
daodong	island thrush	岛鸫
tu	name of a mountain	峹
jun	high	峻
junli	pitiless	峻厉
junqiao	high and steep	峻峭
junling	lofty mountain range	峻岭
xia	gorge	峡
xiajiang	see 峽江縣|峡江县[Xia2 jiang1 Xian4]	峡江
xiawan	fjord	峡湾
xiagu	canyon	峡谷
wu	name of a mountain	峿
lang	used in place names	崀
kan	see 赤崁樓|赤崁楼[Chi4 kan3 lou2]	崁
kong	name of a mountain	崆
kongtong	see 崆峒區|崆峒区[Kong1 tong2 Qu1]	崆峒
chong	surname Chong	崇
chong	high	崇
chongren	see 崇仁縣|崇仁县[Chong2 ren2 Xian4]	崇仁
chongxin	see 崇信縣|崇信县[Chong2 xin4 Xian4]	崇信
chongfeng	believe in	崇奉
chongshang	hold up	崇尚
chongchuan	see 崇川區|崇川区[Chong2 chuan1 Qu1]	崇川
chongzhou	see 崇州市[Chong2 zhou1 Shi4]	崇州
chongzuo	see 崇左市[Chong2 zuo3 Shi4]	崇左
chongqing	variant of 重慶|重庆[Chong2 qing4]	崇庆
chongbai	worship	崇拜
chongbaizhe	worshipper	崇拜者
chongjing	revere	崇敬
chongwenmen	Chongwenmen gate in Beijing	崇文门
chongyang	idolize foreign things	崇洋
chongli	see 崇禮區|崇礼区[Chong2 li3 Qu1]	崇礼
chongyi	see 崇義縣|崇义县[Chong2 yi4 Xian4]	崇义
chonggao	majestic	崇高
hua	flowery	崋
ju	mountain name	崌
lai	name of a mountain in Sichuan	崃
qi	mountainous	崎
qiqu	rugged	崎岖
min	old variant of 岷[min2]	崏
kun	variant of 崑|昆[kun1]	昆
kunju	see 崑曲|昆曲[Kun1 qu3]	昆剧
kunshan	see 崑山市|昆山市[Kun1 shan1 Shi4]	昆山
kunlunshan	Kunlun Mountain range	昆仑山
kunlunshanmai	Kunlun Mountain range	昆仑山脉
kunqiang	see 崑曲|昆曲[Kun1 qu3]	昆腔
cui	come together	崒
zu	rocky peaks	崒
gu	variant of 崮[gu4]	崓
cui	surname Cui	崔
cui	lofty	崔
cuiwei	stony mound	崔嵬
cuiwei	tall	崔巍
cuiyongyuan	Cui Yongyuan , TV presenter	崔永元
ya	precipice	崖
yake	rock carving	崖刻
yabi	escarpment	崖壁
yahe	valley	崖壑
yaan	cliff	崖岸
yazhou	see 崖州區|崖州区[Ya2 zhou1 Qu1]	崖州
yashayan	sand martin	崖沙燕
yahaiya	common murre	崖海鸦
yalue	outline	崖略
yagu	valley	崖谷
yaxian	cliff barring the way	崖限
gang	variant of 岡|冈 [gang1]	岗
gang	hillock	岗
gangting	sentry box	岗亭
gangrenboqi	Mt Gang Rinpoche in Tibet	岗仁波齐
gangwei	a post	岗位
gangweipeixun	on-the-job training	岗位培训
gangweijintie	post allowance	岗位津贴
gangqia	checkpoint	岗卡
gangshao	lookout post	岗哨
gangzi	mound	岗子
gangba	see 崗巴縣|岗巴县[Gang3 ba1 Xian4]	岗巴
ganglou	watchtower	岗楼
lun	variant of 崙|仑[lun2]	仑
lun	used in 崑崙|昆仑[Kun1 lun2]	仑
leng	lofty	崚
jue	towering as a peak	崛
jueli	tower over	崛立
jueqi	rise abruptly	崛起
guo	name of a mountain	崞
yin	high	崟
dong	name of a mountain	崠
zheng	used in 崢嶸|峥嵘[zheng1 rong2]	峥
zhengrong	towering	峥嵘
zhengrongsuiyue	eventful years	峥嵘岁月
xiao	name of a mountain in Henan	崤
yan	name of a mountain in Gansu	崦
song	variant of 嵩[song1]	崧
beng	collapse	崩
bengdao	collapse	崩倒
bengtan	landslide	崩坍
bengta	talus slide	崩塌
benghuai	crash	崩坏
benghuaizuoyong	mass wasting	崩坏作用
bengdawan	gotu kola , herbaceous plant	崩大碗
bengcui	collapse	崩摧
bengcu	die	崩殂
benghui	collapse	崩毁
bengjue	burst	崩决
benglou	uterine bleeding	崩漏
bengkui	collapse	崩溃
bengzheng	metrorrhagia	崩症
bengpan	crash	崩盘
bengluo	talus slide	崩落
benglie	rupture	崩裂
bengxian	fall in	崩陷
dong	place name in Guangxi province	岽
yin	variant of 崟[yin2]	崯
ze	lofty	崱
yu	county in Shandong province	崳
wai	sprain	崴
wei	high, lofty	崴
waizi	bend	崴子
waijiao	sprain one's ankle	崴脚
feng	name of a legendary hill	崶
zai	child	崽
zaizi	offspring of an animal	崽子
e	cliff	崿
lu	rise sharply	嵂
mei	mountain	嵄
ji	surname Ji	嵇
sheng	used in 嵊泗[Sheng4 si4]	嵊
shengzhou	see 嵊州市[Sheng4 zhou1 Shi4]	嵊州
shengsi	see 嵊泗縣|嵊泗县[Sheng4 si4 Xian4]	嵊泗
mei	used in 峨嵋[E2 mei2]	嵋
kan	see 赤嵌樓|赤嵌楼[Chi4 kan3 lou2]	嵌
qian	inlay	嵌
qianru	insert	嵌入
qianrushi	embedded	嵌入式
qianrushiyigui	built-in closet	嵌入式衣柜
qiantao	nested	嵌套
qianjin	embedded	嵌进
yu	mountain range	嵎
lan	mountain mist	岚
lanshan	see 嵐山區|岚山区[Lan2 shan1 Qu1]	岚山
langao	see 嵐皋縣|岚皋县[Lan2 gao1 Xian4]	岚皋
yan	variant of 巖|岩[yan2]	岩
yan	variant of 岩[yan2]	嵓
cha	see 嵖岈山[Cha2 ya2 Shan1]	嵖
sui	variant of 歲|岁[sui4], year	岁
ke	place name	嵙
yu	place name in Shandong	嵛
tu	Mt Tu in Zhejiang	嵞
tushan	Mt Tu in Zhejiang	嵞山
weng	of mountainous appearance	嵡
song	Mt Song in Henan	嵩
song	lofty	嵩
songming	see 嵩明縣|嵩明县[Song1 ming2 Xian4]	嵩明
zi	see 崦嵫[Yan1 zi1]	嵫
wei	rocky	嵬
cuo	lofty	嵯
ji	ridge	嵴
liao	vast and empty	嵺
chan	winding mountain path	𡶴
cen	uneven	㟥
lou	mountain peak	嵝
zhang	cliff	嶂
chan	variant of 嶄|崭[chan2]	崭
zhan	variant of 嶄|崭[zhan3]	崭
chan	variant of 巉[chan2]	崭
zhan	towering	崭
zhanliang	shining	崭亮
zhanjin	apply oneself	崭劲
zhanxin	brand new	崭新
zhanqing	clear weather	崭晴
zhanran	outstanding	崭然
zhanlutoujiao	reveal outstanding talent	崭露头角
zhanqi	orderly	崭齐
ao	hill strewn with stones	嶅
qu	used in 崎嶇|崎岖[qi2 qu1]	岖
dao	variant of 島|岛[dao3], island	嶋
dao	variant of 島|岛[dao3], island	嶌
ceng	lofty	嶒
bo	name of a mountain	嶓
qin	loftiness	嵚
yan	old variant of 崦[yan1]	嶖
lao	name of a mountain in Shandong	崂
laoshan	see 嶗山區|崂山区[Lao2 shan1 Qu1]	崂山
lin	ranges of hills	嶙
linxun	bony	嶙峋
deng	path leading up a mountain	嶝
duo	mountain peak	嶞
zun	steep	嶟
jiao	highest peak	峤
gui	precipitous	嶡
jue	sacrificial vessel	嶡
yao	high	峣
yi	name of hills in Shandong	峄
yicheng	see 嶧城區|峄城区[Yi4 cheng2 Qu1]	峄城
xue	big rocky mountain	峃
ye	see 岌嶪[ji2 ye4]	嶪
ye	variant of 嶪[ye4]	嶫
e	elevated	嶭
xian	precipitous	崄
xie	mountain valley	嶰
xi	old variant of 巂[xi1]	嶲
yi	name of a mountain in Hunan	嶷
rong	used in 崢嶸|峥嵘[zheng1 rong2]	嵘
ling	mountain range	岭
lingnan	south of the five ranges	岭南
lingdong	see 嶺東區|岭东区[Ling3 dong1 Qu1]	岭东
yu	islet	屿
yue	surname Yue	岳
yue	high mountain	岳
yuetang	see 嶽塘區|岳塘区[Yue4 tang2 Qu1]	岳塘
yuedeerge	yodel	岳得尔歌
yuelu	see 嶽麓區|岳麓区[Yue4 lu4 Qu1]	岳麓
gui	cuckoo	巂
xi	place name in Sichuan	巂
long	steep	巃
hong	crashing sound	𫶕
ying	used in 岭巆|岭𫶕[ling2 ying2]	𫶕
xi	mountain-gorge	巇
chan	steep	巉
kui	high and mighty	岿
wei	lofty	巍
weie	lofty	巍峨
weiwei	towering	巍巍
weiran	majestic	巍然
weiranyili	stand tall and rock-solid	巍然屹立
luan	mountain ranges	峦
dian	same as 巔|巅[dian1]	巓
dian	summit	巅
dianfeng	summit	巅峰
yan	variant of 岩[yan2]	岩
yanceng	variant of 岩層|岩层[yan2 ceng2]	岩层
yanchuang	bedrock	岩床
yanhua	rock painting	岩画
yan	variant of 巖|岩[yan2]	岩
yan	peak of mountain	𪩘
yan	variant of 巘|𪩘[yan3]	巚
chuan	old variant of 川[chuan1]	巛
kuai	old variant of 澮|浍[kuai4]	巜
chuan	river	川
chuanju	Sichuan opera	川剧
chuanhui	see 川匯區|川汇区[Chuan1 hui4 Qu1]	川汇
chuanqi	Kawasaki	川崎
chuanpu	Donald Trump	川普
chuanmuxiang	root of Vladimiria souliei	川木香
chuandianzang	Sichuan, Yunnan and Tibet	川滇藏
chuanze	marshes	川泽
chuangu	same as 薏苡[yi4 yi3]	川谷
chuanxiong	chuanxiong rhizome	川芎
chuancai	Sichuan or Szechuan cuisine	川菜
chuanzang	Sichuan and Tibet	川藏
chuanhetoushanque	Sichuan tit	川褐头山雀
chuanxi	Western Sichuan	川西
chuanbei	Sichuan fritillary bulb	川贝
chuanzi	travel expenses	川资
chuandang	Sichuan codonopsis	川党
chuandangshen	Sichuan codonopsis	川党参
zhou	prefecture	州
zhoubo	governor	州伯
zhoujie	state border	州界
zhouli	state-run	州立
zhoulidaxue	State University	州立大学
zhouzhang	governor	州长
huang	a watery waste	巟
jing	underground watercourse	巠
xun	patrol	巡
xunyi	patrol	巡弋
xunbu	patrol	巡捕
xuncha	patrol	巡查
xunyangjian	cruiser	巡洋舰
xunceyi	survey meter	巡测仪
xunyan	tour	巡演
xunli	make a pilgrimage	巡礼
xunhang	patrol	巡航
xunhangdaodan	cruise missile	巡航导弹
xunxing	patrol	巡行
xunshi	inspect	巡视
xunjing	police patrol	巡警
xunhui	go around	巡回
xunhuifating	circuit court	巡回法庭
xunhuiyanchu	tour	巡回演出
